scenario,timestamp,x,y
Train_y_S_Run_002_right,19,-1.675,-82.171
Train_y_S_Run_002_right,20,-1.877,-74.625
Train_y_S_Run_002_right,21,-1.648,-67.030
Train_y_S_Run_002_right,22,-1.675,-59.382
Train_y_S_Run_002_right,23,-1.720,-51.681
Train_y_S_Run_002_right,24,-1.881,-43.953
Train_y_S_Run_002_right,25,-1.594,-36.276
Train_y_S_Run_002_right,26,-1.471,-28.803
Train_y_S_Run_002_right,27,-1.501,-21.767
Train_y_S_Run_002_right,28,-0.958,-15.430
Train_y_S_Run_002_right,29,0.252,-9.853
Train_y_S_Run_002_right,30,2.061,-4.808
Train_y_S_Run_002_right,31,4.182,0.271
Train_y_S_Run_002_right,32,7.208,5.564
Train_y_S_Run_002_right,33,11.025,11.266
Train_y_S_Run_002_right,34,16.321,16.771
Train_y_S_Run_002_right,35,22.233,22.477
Train_y_S_Run_002_right,36,28.328,28.406
Train_y_S_Run_002_right,37,34.424,34.520
Train_y_S_Run_002_right,38,40.601,40.636
Train_y_S_Run_002_right,39,46.654,46.914
Train_y_S_Run_002_right,40,52.922,52.991
Train_y_S_Run_002_right,41,59.002,59.254
Train_y_S_Run_002_right,42,65.133,65.448
Train_y_S_Run_002_right,43,71.401,71.475
Train_y_S_Run_002_right,44,77.474,77.650
Train_y_S_Run_002_right,45,83.751,83.564
Train_y_S_Run_002_right,46,89.647,89.791
Train_y_S_Run_002_right,47,95.575,95.904
Train_y_S_Run_002_right,48,101.765,101.664
Train_y_S_Run_002_right,49,107.603,107.679
Train_y_S_Run_002_right,50,113.466,113.563
Train_y_S_Run_002_right,51,119.450,119.216
Train_y_S_Run_003_left,1,-1.902,-220.000
Train_y_S_Run_003_left,2,-1.710,-211.715
Train_y_S_Run_003_left,3,-1.782,-203.509
Train_y_S_Run_003_left,4,-1.799,-195.384
Train_y_S_Run_003_left,5,-1.929,-187.339
Train_y_S_Run_003_left,6,-1.823,-179.375
Train_y_S_Run_003_left,7,-1.731,-171.490
Train_y_S_Run_003_left,8,-1.676,-163.680
Train_y_S_Run_003_left,9,-1.651,-155.942
Train_y_S_Run_003_left,10,-1.754,-148.271
Train_y_S_Run_003_left,11,-1.831,-140.659
Train_y_S_Run_003_left,12,-1.777,-133.100
Train_y_S_Run_003_left,13,-1.715,-125.585
Train_y_S_Run_003_left,14,-1.784,-118.106
Train_y_S_Run_003_left,15,-1.800,-110.653
Train_y_S_Run_003_left,16,-1.806,-103.216
Train_y_S_Run_003_left,17,-1.802,-95.785
Train_y_S_Run_003_left,18,-1.703,-88.350
Train_y_S_Run_003_left,19,-1.665,-80.901
Train_y_S_Run_003_left,20,-1.712,-73.427
Train_y_S_Run_003_left,21,-1.702,-65.921
Train_y_S_Run_003_left,22,-1.873,-58.377
Train_y_S_Run_003_left,23,-1.688,-50.796
Train_y_S_Run_003_left,24,-1.909,-43.210
Train_y_S_Run_003_left,25,-1.787,-35.699
Train_y_S_Run_003_left,26,-2.016,-28.433
Train_y_S_Run_003_left,27,-2.088,-21.645
Train_y_S_Run_003_left,28,-2.545,-15.558
Train_y_S_Run_003_left,29,-3.750,-10.202
Train_y_S_Run_003_left,30,-5.526,-5.282
Train_y_S_Run_003_left,31,-7.507,-0.175
Train_y_S_Run_003_left,32,-10.619,5.098
Train_y_S_Run_003_left,33,-14.343,10.874
Train_y_S_Run_003_left,34,-19.491,16.485
Train_y_S_Run_003_left,35,-25.407,22.112
Train_y_S_Run_003_left,36,-31.443,28.002
Train_y_S_Run_003_left,37,-37.468,34.087
Train_y_S_Run_003_left,38,-43.767,39.994
Train_y_S_Run_003_left,39,-49.678,46.349
Train_y_S_Run_003_left,40,-55.893,52.439
Train_y_S_Run_003_left,41,-61.977,58.683
Train_y_S_Run_003_left,42,-68.115,64.881
Train_y_S_Run_003_left,43,-74.259,71.068
Train_y_S_Run_003_left,44,-80.574,77.063
Train_y_S_Run_003_left,45,-86.663,83.251
Train_y_S_Run_003_left,46,-92.918,89.224
Train_y_S_Run_003_left,47,-98.790,95.521
Train_y_S_Run_003_left,48,-104.875,101.533
Train_y_S_Run_003_left,49,-110.906,107.516
Train_y_S_Run_003_left,50,-116.914,113.430
Train_y_S_Run_003_left,51,-122.944,119.223
Train_y_S_Run_004_left,1,-1.811,-220.000
Train_y_S_Run_004_left,2,-1.892,-212.135
Train_y_S_Run_004_left,3,-1.762,-204.192
Train_y_S_Run_004_left,4,-1.830,-196.169
Train_y_S_Run_004_left,5,-1.729,-188.064
Train_y_S_Run_004_left,6,-1.911,-179.879
Train_y_S_Run_004_left,7,-1.800,-171.615
Train_y_S_Run_004_left,8,-1.581,-163.275
Train_y_S_Run_004_left,9,-1.878,-154.863
Train_y_S_Run_004_left,10,-1.655,-146.386
Train_y_S_Run_004_left,11,-1.681,-137.848
Train_y_S_Run_004_left,12,-1.740,-129.257
Train_y_S_Run_004_left,13,-1.812,-120.622
Train_y_S_Run_004_left,14,-1.735,-111.952
Train_y_S_Run_004_left,15,-1.796,-103.255
Train_y_S_Run_004_left,16,-1.689,-94.542
Train_y_S_Run_004_left,17,-1.563,-85.822
Train_y_S_Run_004_left,18,-1.696,-77.107
Train_y_S_Run_004_left,19,-1.687,-68.405
Train_y_S_Run_004_left,20,-1.681,-59.728
Train_y_S_Run_004_left,21,-1.807,-51.085
Train_y_S_Run_004_left,22,-1.862,-42.488
Train_y_S_Run_004_left,23,-1.809,-33.959
Train_y_S_Run_004_left,24,-1.864,-25.547
Train_y_S_Run_004_left,25,-2.219,-17.392
Train_y_S_Run_004_left,26,-3.940,-9.866
Train_y_S_Run_004_left,27,-6.378,-3.212
Train_y_S_Run_004_left,28,-8.882,2.561
Train_y_S_Run_004_left,29,-11.683,7.342
Train_y_S_Run_004_left,30,-14.738,11.450
Train_y_S_Run_004_left,31,-18.384,15.275
Train_y_S_Run_004_left,32,-22.618,19.378
Train_y_S_Run_004_left,33,-27.283,24.000
Train_y_S_Run_004_left,34,-32.501,28.810
Train_y_S_Run_004_left,35,-37.638,34.131
Train_y_S_Run_004_left,36,-42.975,39.417
Train_y_S_Run_004_left,37,-48.153,44.886
Train_y_S_Run_004_left,38,-53.473,50.181
Train_y_S_Run_004_left,39,-58.886,55.340
Train_y_S_Run_004_left,40,-64.220,60.542
Train_y_S_Run_004_left,41,-69.510,65.766
Train_y_S_Run_004_left,42,-74.758,71.021
Train_y_S_Run_004_left,43,-79.893,76.396
Train_y_S_Run_004_left,44,-85.238,81.582
Train_y_S_Run_004_left,45,-90.407,86.976
Train_y_S_Run_004_left,46,-95.768,92.226
Train_y_S_Run_004_left,47,-101.105,97.559
Train_y_S_Run_004_left,48,-106.282,103.126
Train_y_S_Run_004_left,49,-111.844,108.389
Train_y_S_Run_004_left,50,-117.161,113.988
Train_y_S_Run_004_left,51,-122.852,119.314
Train_y_S_Run_005_left,1,-1.757,-220.000
Train_y_S_Run_005_left,2,-1.535,-211.645
Train_y_S_Run_005_left,3,-1.689,-203.365
Train_y_S_Run_005_left,4,-1.723,-195.164
Train_y_S_Run_005_left,5,-1.805,-187.043
Train_y_S_Run_005_left,6,-1.692,-179.003
Train_y_S_Run_005_left,7,-1.714,-171.043
Train_y_S_Run_005_left,8,-1.638,-163.162
Train_y_S_Run_005_left,9,-1.714,-155.358
Train_y_S_Run_005_left,10,-1.867,-147.624
Train_y_S_Run_005_left,11,-1.811,-139.957
Train_y_S_Run_005_left,12,-1.740,-132.349
Train_y_S_Run_005_left,13,-1.822,-124.794
Train_y_S_Run_005_left,14,-1.683,-117.283
Train_y_S_Run_005_left,15,-1.592,-109.807
Train_y_S_Run_005_left,16,-1.884,-102.357
Train_y_S_Run_005_left,17,-1.648,-94.923
Train_y_S_Run_005_left,18,-1.753,-87.495
Train_y_S_Run_005_left,19,-1.711,-80.063
Train_y_S_Run_005_left,20,-1.717,-72.616
Train_y_S_Run_005_left,21,-1.642,-65.146
Train_y_S_Run_005_left,22,-1.758,-57.646
Train_y_S_Run_005_left,23,-1.783,-50.119
Train_y_S_Run_005_left,24,-1.708,-42.591
Train_y_S_Run_005_left,25,-2.042,-35.148
Train_y_S_Run_005_left,26,-1.974,-27.948
Train_y_S_Run_005_left,27,-1.918,-21.220
Train_y_S_Run_005_left,28,-2.538,-15.200
Train_y_S_Run_005_left,29,-3.680,-9.871
Train_y_S_Run_005_left,30,-5.550,-5.030
Train_y_S_Run_005_left,31,-7.644,-0.032
Train_y_S_Run_005_left,32,-10.507,5.315
Train_y_S_Run_005_left,33,-14.323,10.971
Train_y_S_Run_005_left,34,-19.583,16.390
Train_y_S_Run_005_left,35,-25.346,22.077
Train_y_S_Run_005_left,36,-31.387,27.875
Train_y_S_Run_005_left,37,-37.400,33.893
Train_y_S_Run_005_left,38,-43.473,39.961
Train_y_S_Run_005_left,39,-49.525,46.122
Train_y_S_Run_005_left,40,-55.623,52.287
Train_y_S_Run_005_left,41,-61.726,58.484
Train_y_S_Run_005_left,42,-68.016,64.517
Train_y_S_Run_005_left,43,-74.044,70.821
Train_y_S_Run_005_left,44,-80.233,76.957
Train_y_S_Run_005_left,45,-86.481,83.015
Train_y_S_Run_005_left,46,-92.555,89.212
Train_y_S_Run_005_left,47,-98.699,95.290
Train_y_S_Run_005_left,48,-104.785,101.367
Train_y_S_Run_005_left,49,-110.942,107.301
Train_y_S_Run_005_left,50,-116.735,113.515
Train_y_S_Run_005_left,51,-122.887,119.280
Train_y_S_Run_006_left,1,-1.713,-220.000
Train_y_S_Run_006_left,2,-1.836,-211.877
Train_y_S_Run_006_left,3,-1.656,-203.673
Train_y_S_Run_006_left,4,-1.860,-195.392
Train_y_S_Run_006_left,5,-1.553,-187.037
Train_y_S_Run_006_left,6,-1.631,-178.611
Train_y_S_Run_006_left,7,-1.834,-170.122
Train_y_S_Run_006_left,8,-1.700,-161.575
Train_y_S_Run_006_left,9,-1.927,-152.979
Train_y_S_Run_006_left,10,-1.680,-144.341
Train_y_S_Run_006_left,11,-2.038,-135.671
Train_y_S_Run_006_left,12,-1.697,-126.979
Train_y_S_Run_006_left,13,-1.762,-118.273
Train_y_S_Run_006_left,14,-1.681,-109.565
Train_y_S_Run_006_left,15,-1.594,-100.865
Train_y_S_Run_006_left,16,-1.613,-92.182
Train_y_S_Run_006_left,17,-1.719,-83.527
Train_y_S_Run_006_left,18,-1.723,-74.908
Train_y_S_Run_006_left,19,-1.737,-66.335
Train_y_S_Run_006_left,20,-1.884,-57.815
Train_y_S_Run_006_left,21,-1.755,-49.357
Train_y_S_Run_006_left,22,-1.940,-40.970
Train_y_S_Run_006_left,23,-1.823,-32.671
Train_y_S_Run_006_left,24,-2.044,-24.510
Train_y_S_Run_006_left,25,-2.217,-16.604
Train_y_S_Run_006_left,26,-4.045,-9.349
Train_y_S_Run_006_left,27,-6.123,-2.795
Train_y_S_Run_006_left,28,-8.839,2.663
Train_y_S_Run_006_left,29,-11.579,7.268
Train_y_S_Run_006_left,30,-14.506,11.264
Train_y_S_Run_006_left,31,-18.065,14.931
Train_y_S_Run_006_left,32,-22.088,18.979
Train_y_S_Run_006_left,33,-26.818,23.262
Train_y_S_Run_006_left,34,-31.721,28.122
Train_y_S_Run_006_left,35,-36.703,33.353
Train_y_S_Run_006_left,36,-41.913,38.552
Train_y_S_Run_006_left,37,-47.221,43.717
Train_y_S_Run_006_left,38,-52.331,49.093
Train_y_S_Run_006_left,39,-57.667,54.246
Train_y_S_Run_006_left,40,-62.998,59.417
Train_y_S_Run_006_left,41,-68.245,64.697
Train_y_S_Run_006_left,42,-73.460,70.047
Train_y_S_Run_006_left,43,-78.769,75.356
Train_y_S_Run_006_left,44,-84.175,80.632
Train_y_S_Run_006_left,45,-89.553,86.011
Train_y_S_Run_006_left,46,-94.847,91.560
Train_y_S_Run_006_left,47,-100.345,97.001
Train_y_S_Run_006_left,48,-105.895,102.490
Train_y_S_Run_006_left,49,-111.319,108.214
Train_y_S_Run_006_left,50,-117.031,113.762
Train_y_S_Run_006_left,51,-122.805,119.361
Train_y_S_Run_007_right,1,-1.926,-220.000
Train_y_S_Run_007_right,2,-1.791,-212.518
Train_y_S_Run_007_right,3,-1.604,-205.056
Train_y_S_Run_007_right,4,-1.736,-197.602
Train_y_S_Run_007_right,5,-1.771,-190.147
Train_y_S_Run_007_right,6,-1.846,-182.681
Train_y_S_Run_007_right,7,-1.701,-175.193
Train_y_S_Run_007_right,8,-1.840,-167.674
Train_y_S_Run_007_right,9,-1.673,-160.115
Train_y_S_Run_007_right,10,-1.810,-152.507
Train_y_S_Run_007_right,11,-1.779,-144.842
Train_y_S_Run_007_right,12,-1.711,-137.114
Train_y_S_Run_007_right,13,-1.777,-129.317
Train_y_S_Run_007_right,14,-1.897,-121.445
Train_y_S_Run_007_right,15,-1.852,-113.496
Train_y_S_Run_007_right,16,-1.700,-105.466
Train_y_S_Run_007_right,17,-1.772,-97.355
Train_y_S_Run_007_right,18,-1.734,-89.163
Train_y_S_Run_007_right,19,-1.660,-80.891
Train_y_S_Run_007_right,20,-1.550,-72.543
Train_y_S_Run_007_right,21,-1.841,-64.121
Train_y_S_Run_007_right,22,-1.625,-55.636
Train_y_S_Run_007_right,23,-1.789,-47.101
Train_y_S_Run_007_right,24,-1.607,-38.560
Train_y_S_Run_007_right,25,-1.464,-30.108
Train_y_S_Run_007_right,26,-1.524,-21.931
Train_y_S_Run_007_right,27,-0.969,-14.329
Train_y_S_Run_007_right,28,1.007,-7.748
Train_y_S_Run_007_right,29,3.329,-2.103
Train_y_S_Run_007_right,30,5.628,3.069
Train_y_S_Run_007_right,31,8.609,7.962
Train_y_S_Run_007_right,32,12.570,12.811
Train_y_S_Run_007_right,33,17.539,17.878
Train_y_S_Run_007_right,34,23.103,23.376
Train_y_S_Run_007_right,35,28.897,29.220
Train_y_S_Run_007_right,36,34.890,35.112
Train_y_S_Run_007_right,37,41.004,40.925
Train_y_S_Run_007_right,38,46.867,46.934
Train_y_S_Run_007_right,39,52.722,52.857
Train_y_S_Run_007_right,40,58.670,58.579
Train_y_S_Run_007_right,41,64.348,64.459
Train_y_S_Run_007_right,42,70.092,70.158
Train_y_S_Run_007_right,43,75.748,75.829
Train_y_S_Run_007_right,44,81.321,81.472
Train_y_S_Run_007_right,45,86.958,86.941
Train_y_S_Run_007_right,46,92.384,92.518
Train_y_S_Run_007_right,47,97.879,97.930
Train_y_S_Run_007_right,48,103.224,103.404
Train_y_S_Run_007_right,49,108.574,108.796
Train_y_S_Run_007_right,50,113.980,114.065
Train_y_S_Run_007_right,51,119.311,119.356
Train_y_S_Run_008_right,1,-1.691,-220.000
Train_y_S_Run_008_right,2,-1.814,-212.011
Train_y_S_Run_008_right,3,-1.803,-203.940
Train_y_S_Run_008_right,4,-1.614,-195.789
Train_y_S_Run_008_right,5,-1.709,-187.559
Train_y_S_Run_008_right,6,-1.675,-179.251
Train_y_S_Run_008_right,7,-1.685,-170.870
Train_y_S_Run_008_right,8,-1.632,-162.421
Train_y_S_Run_008_right,9,-1.903,-153.909
Train_y_S_Run_008_right,10,-1.774,-145.343
Train_y_S_Run_008_right,11,-1.712,-136.729
Train_y_S_Run_008_right,12,-2.036,-128.076
Train_y_S_Run_008_right,13,-1.624,-119.393
Train_y_S_Run_008_right,14,-1.775,-110.691
Train_y_S_Run_008_right,15,-1.668,-101.979
Train_y_S_Run_008_right,16,-1.729,-93.267
Train_y_S_Run_008_right,17,-1.839,-84.566
Train_y_S_Run_008_right,18,-1.774,-75.885
Train_y_S_Run_008_right,19,-1.712,-67.234
Train_y_S_Run_008_right,20,-1.726,-58.623
Train_y_S_Run_008_right,21,-1.599,-50.061
Train_y_S_Run_008_right,22,-1.665,-41.556
Train_y_S_Run_008_right,23,-1.725,-33.128
Train_y_S_Run_008_right,24,-1.544,-24.818
Train_y_S_Run_008_right,25,-1.321,-16.737
Train_y_S_Run_008_right,26,0.493,-9.260
Train_y_S_Run_008_right,27,2.898,-2.574
Train_y_S_Run_008_right,28,5.820,3.034
Train_y_S_Run_008_right,29,8.489,7.891
Train_y_S_Run_008_right,30,11.672,11.812
Train_y_S_Run_008_right,31,15.310,15.420
Train_y_S_Run_008_right,32,19.275,19.487
Train_y_S_Run_008_right,33,23.827,23.902
Train_y_S_Run_008_right,34,28.625,28.866
Train_y_S_Run_008_right,35,33.786,33.954
Train_y_S_Run_008_right,36,39.061,39.150
Train_y_S_Run_008_right,37,44.357,44.386
Train_y_S_Run_008_right,38,49.856,49.414
Train_y_S_Run_008_right,39,54.750,55.030
Train_y_S_Run_008_right,40,60.025,60.253
Train_y_S_Run_008_right,41,65.407,65.369
Train_y_S_Run_008_right,42,70.658,70.633
Train_y_S_Run_008_right,43,75.902,75.931
Train_y_S_Run_008_right,44,81.164,81.254
Train_y_S_Run_008_right,45,86.452,86.607
Train_y_S_Run_008_right,46,92.035,91.732
Train_y_S_Run_008_right,47,97.342,97.212
Train_y_S_Run_008_right,48,102.685,102.746
Train_y_S_Run_008_right,49,108.224,108.179
Train_y_S_Run_008_right,50,113.775,113.705
Train_y_S_Run_008_right,51,119.344,119.322
Train_y_S_Run_009_left,1,-1.710,-220.000
Train_y_S_Run_009_left,2,-1.594,-211.880
Train_y_S_Run_009_left,3,-1.558,-203.680
Train_y_S_Run_009_left,4,-1.803,-195.402
Train_y_S_Run_009_left,5,-1.712,-187.049
Train_y_S_Run_009_left,6,-1.627,-178.627
Train_y_S_Run_009_left,7,-1.798,-170.140
Train_y_S_Run_009_left,8,-1.674,-161.596
Train_y_S_Run_009_left,9,-1.616,-153.001
Train_y_S_Run_009_left,10,-1.792,-144.365
Train_y_S_Run_009_left,11,-1.715,-135.696
Train_y_S_Run_009_left,12,-1.770,-127.004
Train_y_S_Run_009_left,13,-1.768,-118.299
Train_y_S_Run_009_left,14,-1.561,-109.591
Train_y_S_Run_009_left,15,-1.711,-100.889
Train_y_S_Run_009_left,16,-1.704,-92.205
Train_y_S_Run_009_left,17,-1.740,-83.549
Train_y_S_Run_009_left,18,-1.691,-74.928
Train_y_S_Run_009_left,19,-1.881,-66.352
Train_y_S_Run_009_left,20,-1.958,-57.830
Train_y_S_Run_009_left,21,-1.963,-49.370
Train_y_S_Run_009_left,22,-1.809,-40.979
Train_y_S_Run_009_left,23,-1.878,-32.677
Train_y_S_Run_009_left,24,-1.995,-24.512
Train_y_S_Run_009_left,25,-2.352,-16.621
Train_y_S_Run_009_left,26,-3.850,-9.287
Train_y_S_Run_009_left,27,-6.355,-2.884
Train_y_S_Run_009_left,28,-9.124,2.526
Train_y_S_Run_009_left,29,-11.725,7.188
Train_y_S_Run_009_left,30,-14.586,11.216
Train_y_S_Run_009_left,31,-18.035,14.983
Train_y_S_Run_009_left,32,-22.238,18.853
Train_y_S_Run_009_left,33,-26.720,23.391
Train_y_S_Run_009_left,34,-31.507,28.371
Train_y_S_Run_009_left,35,-36.577,33.513
Train_y_S_Run_009_left,36,-41.978,38.524
Train_y_S_Run_009_left,37,-47.275,43.701
Train_y_S_Run_009_left,38,-52.334,49.129
Train_y_S_Run_009_left,39,-57.751,54.200
Train_y_S_Run_009_left,40,-62.996,59.456
Train_y_S_Run_009_left,41,-68.092,64.886
Train_y_S_Run_009_left,42,-73.351,70.191
Train_y_S_Run_009_left,43,-78.731,75.426
Train_y_S_Run_009_left,44,-84.116,80.720
Train_y_S_Run_009_left,45,-89.537,86.053
Train_y_S_Run_009_left,46,-94.970,91.460
Train_y_S_Run_009_left,47,-100.472,96.891
Train_y_S_Run_009_left,48,-105.976,102.423
Train_y_S_Run_009_left,49,-111.382,108.161
Train_y_S_Run_009_left,50,-117.317,113.481
Train_y_S_Run_009_left,51,-122.895,119.272
Train_y_S_Run_010_right,1,-1.646,-220.000
Train_y_S_Run_010_right,2,-1.636,-212.358
Train_y_S_Run_010_right,3,-1.679,-204.770
Train_y_S_Run_010_right,4,-1.865,-197.227
Train_y_S_Run_010_right,5,-1.727,-189.722
Train_y_S_Run_010_right,6,-1.854,-182.244
Train_y_S_Run_010_right,7,-1.757,-174.785
Train_y_S_Run_010_right,8,-1.954,-167.333
Train_y_S_Run_010_right,9,-1.799,-159.878
Train_y_S_Run_010_right,10,-1.616,-152.412
Train_y_S_Run_010_right,11,-1.917,-144.922
Train_y_S_Run_010_right,12,-1.696,-137.401
Train_y_S_Run_010_right,13,-1.775,-129.838
Train_y_S_Run_010_right,14,-1.526,-122.225
Train_y_S_Run_010_right,15,-1.748,-114.555
Train_y_S_Run_010_right,16,-1.743,-106.821
Train_y_S_Run_010_right,17,-1.901,-99.017
Train_y_S_Run_010_right,18,-1.687,-91.138
Train_y_S_Run_010_right,19,-1.686,-83.181
Train_y_S_Run_010_right,20,-1.708,-75.144
Train_y_S_Run_010_right,21,-1.674,-67.027
Train_y_S_Run_010_right,22,-1.578,-58.831
Train_y_S_Run_010_right,23,-1.669,-50.569
Train_y_S_Run_010_right,24,-1.658,-42.276
Train_y_S_Run_010_right,25,-1.687,-34.043
Train_y_S_Run_010_right,26,-1.487,-26.045
Train_y_S_Run_010_right,27,-1.415,-18.552
Train_y_S_Run_010_right,28,-0.165,-11.916
Train_y_S_Run_010_right,29,1.491,-6.104
Train_y_S_Run_010_right,30,3.732,-0.932
Train_y_S_Run_010_right,31,6.192,4.267
Train_y_S_Run_010_right,32,9.727,9.488
Train_y_S_Run_010_right,33,14.473,14.761
Train_y_S_Run_010_right,34,19.998,20.383
Train_y_S_Run_010_right,35,25.974,26.231
Train_y_S_Run_010_right,36,32.067,32.262
Train_y_S_Run_010_right,37,38.240,38.302
Train_y_S_Run_010_right,38,44.316,44.425
Train_y_S_Run_010_right,39,50.485,50.396
Train_y_S_Run_010_right,40,56.468,56.474
Train_y_S_Run_010_right,41,62.379,62.534
Train_y_S_Run_010_right,42,68.367,68.418
Train_y_S_Run_010_right,43,74.251,74.300
Train_y_S_Run_010_right,44,80.113,80.095
Train_y_S_Run_010_right,45,85.831,85.918
Train_y_S_Run_010_right,46,91.614,91.564
Train_y_S_Run_010_right,47,97.204,97.286
Train_y_S_Run_010_right,48,102.843,102.848
Train_y_S_Run_010_right,49,108.260,108.523
Train_y_S_Run_010_right,50,113.922,113.850
Train_y_S_Run_010_right,51,119.314,119.353
Train_y_S_Run_011_left,1,-1.812,-220.000
Train_y_S_Run_011_left,2,-1.636,-211.942
Train_y_S_Run_011_left,3,-1.703,-203.802
Train_y_S_Run_011_left,4,-1.814,-195.583
Train_y_S_Run_011_left,5,-1.687,-187.287
Train_y_S_Run_011_left,6,-1.759,-178.917
Train_y_S_Run_011_left,7,-1.661,-170.478
Train_y_S_Run_011_left,8,-1.607,-161.976
Train_y_S_Run_011_left,9,-1.823,-153.418
Train_y_S_Run_011_left,10,-1.702,-144.811
Train_y_S_Run_011_left,11,-1.755,-136.165
Train_y_S_Run_011_left,12,-1.818,-127.488
Train_y_S_Run_011_left,13,-1.896,-118.790
Train_y_S_Run_011_left,14,-1.671,-110.081
Train_y_S_Run_011_left,15,-1.831,-101.370
Train_y_S_Run_011_left,16,-1.755,-92.670
Train_y_S_Run_011_left,17,-1.766,-83.988
Train_y_S_Run_011_left,18,-1.714,-75.335
Train_y_S_Run_011_left,19,-1.644,-66.721
Train_y_S_Run_011_left,20,-1.740,-58.154
Train_y_S_Run_011_left,21,-1.858,-49.642
Train_y_S_Run_011_left,22,-1.845,-41.197
Train_y_S_Run_011_left,23,-1.821,-32.835
Train_y_S_Run_011_left,24,-2.024,-24.608
Train_y_S_Run_011_left,25,-2.345,-16.653
Train_y_S_Run_011_left,26,-4.023,-9.308
Train_y_S_Run_011_left,27,-6.407,-2.813
Train_y_S_Run_011_left,28,-8.898,2.797
Train_y_S_Run_011_left,29,-11.626,7.464
Train_y_S_Run_011_left,30,-14.641,11.451
Train_y_S_Run_011_left,31,-18.366,15.016
Train_y_S_Run_011_left,32,-22.546,18.964
Train_y_S_Run_011_left,33,-26.962,23.627
Train_y_S_Run_011_left,34,-31.694,28.715
Train_y_S_Run_011_left,35,-37.056,33.611
Train_y_S_Run_011_left,36,-42.301,38.816
Train_y_S_Run_011_left,37,-47.584,44.035
Train_y_S_Run_011_left,38,-52.751,49.371
Train_y_S_Run_011_left,39,-58.055,54.562
Train_y_S_Run_011_left,40,-63.161,59.951
