scenario,timestamp,x,y
Train_t_S_Run_003_right,42,123.298,-1.053
Train_t_S_Run_003_right,43,131.896,-1.359
Train_t_S_Run_003_right,44,140.544,-1.127
Train_t_S_Run_003_right,45,149.236,-1.222
Train_t_S_Run_003_right,46,157.961,-1.290
Train_t_S_Run_003_right,47,166.711,-1.328
Train_t_S_Run_003_right,48,175.475,-1.203
Train_t_S_Run_003_right,49,184.243,-1.339
Train_t_S_Run_003_right,50,193.004,-1.156
Train_t_S_Run_003_right,51,201.750,-1.440
Train_t_S_Run_004_right,1,1.849,-200.000
Train_t_S_Run_004_right,2,1.699,-192.202
Train_t_S_Run_004_right,3,1.786,-184.334
Train_t_S_Run_004_right,4,1.754,-176.389
Train_t_S_Run_004_right,5,1.746,-168.366
Train_t_S_Run_004_right,6,1.814,-160.262
Train_t_S_Run_004_right,7,1.905,-152.075
Train_t_S_Run_004_right,8,1.683,-143.807
Train_t_S_Run_004_right,9,1.888,-135.460
Train_t_S_Run_004_right,10,1.646,-127.036
Train_t_S_Run_004_right,11,1.749,-118.539
Train_t_S_Run_004_right,12,1.692,-109.975
Train_t_S_Run_004_right,13,1.975,-101.350
Train_t_S_Run_004_right,14,1.737,-92.672
Train_t_S_Run_004_right,15,1.793,-83.949
Train_t_S_Run_004_right,16,1.655,-75.189
Train_t_S_Run_004_right,17,1.755,-66.404
Train_t_S_Run_004_right,18,1.868,-57.602
Train_t_S_Run_004_right,19,1.705,-48.799
Train_t_S_Run_004_right,20,1.928,-40.024
Train_t_S_Run_004_right,21,1.876,-31.335
Train_t_S_Run_004_right,22,1.999,-22.876
Train_t_S_Run_004_right,23,3.035,-15.052
Train_t_S_Run_004_right,24,6.395,-8.739
Train_t_S_Run_004_right,25,11.055,-4.447
Train_t_S_Run_004_right,26,16.044,-1.970
Train_t_S_Run_004_right,27,21.232,-0.961
Train_t_S_Run_004_right,28,26.964,-0.945
Train_t_S_Run_004_right,29,33.441,-1.060
Train_t_S_Run_004_right,30,40.609,-1.066
Train_t_S_Run_004_right,31,48.270,-0.994
Train_t_S_Run_004_right,32,56.178,-1.083
Train_t_S_Run_004_right,33,64.151,-1.208
Train_t_S_Run_004_right,34,72.098,-1.224
Train_t_S_Run_004_right,35,79.984,-1.073
Train_t_S_Run_004_right,36,87.800,-1.075
Train_t_S_Run_004_right,37,95.550,-1.375
Train_t_S_Run_004_right,38,103.240,-1.237
Train_t_S_Run_004_right,39,110.876,-1.345
Train_t_S_Run_004_right,40,118.467,-1.244
Train_t_S_Run_004_right,41,126.022,-1.315
Train_t_S_Run_004_right,42,133.550,-1.361
Train_t_S_Run_004_right,43,141.061,-1.374
Train_t_S_Run_004_right,44,148.566,-1.077
Train_t_S_Run_004_right,45,156.074,-1.216
Train_t_S_Run_004_right,46,163.596,-1.203
Train_t_S_Run_004_right,47,171.142,-1.262
Train_t_S_Run_004_right,48,178.722,-1.371
Train_t_S_Run_004_right,49,186.344,-1.303
Train_t_S_Run_004_right,50,194.018,-1.064
Train_t_S_Run_004_right,51,201.750,-1.126
Train_t_S_Run_005_right,1,1.841,-200.000
Train_t_S_Run_005_right,2,1.754,-191.509
Train_t_S_Run_005_right,3,1.859,-183.089
Train_t_S_Run_005_right,4,1.962,-174.744
Train_t_S_Run_005_right,5,1.669,-166.477
Train_t_S_Run_005_right,6,1.822,-158.291
Train_t_S_Run_005_right,7,1.694,-150.187
Train_t_S_Run_005_right,8,1.731,-142.164
Train_t_S_Run_005_right,9,1.841,-134.220
Train_t_S_Run_005_right,10,1.686,-126.354
Train_t_S_Run_005_right,11,1.820,-118.560
Train_t_S_Run_005_right,12,1.520,-110.833
Train_t_S_Run_005_right,13,1.886,-103.167
Train_t_S_Run_005_right,14,1.783,-95.555
Train_t_S_Run_005_right,15,1.644,-87.988
Train_t_S_Run_005_right,16,1.844,-80.458
Train_t_S_Run_005_right,17,1.878,-72.956
Train_t_S_Run_005_right,18,1.681,-65.472
Train_t_S_Run_005_right,19,1.811,-58.000
Train_t_S_Run_005_right,20,1.913,-50.545
Train_t_S_Run_005_right,21,1.760,-43.139
Train_t_S_Run_005_right,22,2.052,-35.878
Train_t_S_Run_005_right,23,2.119,-28.932
Train_t_S_Run_005_right,24,2.089,-22.525
Train_t_S_Run_005_right,25,2.408,-16.847
Train_t_S_Run_005_right,26,4.109,-12.034
Train_t_S_Run_005_right,27,7.085,-8.090
Train_t_S_Run_005_right,28,10.952,-4.541
Train_t_S_Run_005_right,29,16.187,-1.871
Train_t_S_Run_005_right,30,22.768,-0.864
Train_t_S_Run_005_right,31,30.232,-1.040
Train_t_S_Run_005_right,32,38.163,-1.110
Train_t_S_Run_005_right,33,46.322,-1.047
Train_t_S_Run_005_right,34,54.613,-1.172
Train_t_S_Run_005_right,35,62.998,-1.024
Train_t_S_Run_005_right,36,71.458,-1.394
Train_t_S_Run_005_right,37,79.987,-1.317
Train_t_S_Run_005_right,38,88.576,-1.270
Train_t_S_Run_005_right,39,97.220,-1.303
Train_t_S_Run_005_right,40,105.909,-0.954
Train_t_S_Run_005_right,41,114.635,-1.209
Train_t_S_Run_005_right,42,123.388,-1.216
Train_t_S_Run_005_right,43,132.158,-1.213
Train_t_S_Run_005_right,44,140.936,-1.261
Train_t_S_Run_005_right,45,149.711,-1.196
Train_t_S_Run_005_right,46,158.473,-1.275
Train_t_S_Run_005_right,47,167.211,-1.141
Train_t_S_Run_005_right,48,175.917,-1.377
Train_t_S_Run_005_right,49,184.581,-1.184
Train_t_S_Run_005_right,50,193.195,-1.270
Train_t_S_Run_005_right,51,201.750,-1.223
Train_t_S_Run_006_right,1,1.705,-200.000
Train_t_S_Run_006_right,2,1.613,-191.238
Train_t_S_Run_006_right,3,1.890,-182.472
Train_t_S_Run_006_right,4,1.822,-173.711
Train_t_S_Run_006_right,5,1.791,-164.966
Train_t_S_Run_006_right,6,1.819,-156.246
Train_t_S_Run_006_right,7,1.812,-147.562
Train_t_S_Run_006_right,8,1.788,-138.921
Train_t_S_Run_006_right,9,1.982,-130.333
Train_t_S_Run_006_right,10,1.644,-121.805
Train_t_S_Run_006_right,11,1.637,-113.342
Train_t_S_Run_006_right,12,1.909,-104.952
Train_t_S_Run_006_right,13,1.739,-96.637
Train_t_S_Run_006_right,14,1.717,-88.401
Train_t_S_Run_006_right,15,1.782,-80.247
Train_t_S_Run_006_right,16,1.739,-72.173
Train_t_S_Run_006_right,17,1.674,-64.181
Train_t_S_Run_006_right,18,1.804,-56.269
Train_t_S_Run_006_right,19,1.843,-48.438
Train_t_S_Run_006_right,20,1.806,-40.697
Train_t_S_Run_006_right,21,1.933,-33.088
Train_t_S_Run_006_right,22,1.871,-25.704
Train_t_S_Run_006_right,23,2.176,-18.773
Train_t_S_Run_006_right,24,3.937,-12.803
Train_t_S_Run_006_right,25,7.063,-8.289
Train_t_S_Run_006_right,26,10.569,-4.865
Train_t_S_Run_006_right,27,14.622,-2.538
Train_t_S_Run_006_right,28,19.320,-1.124
Train_t_S_Run_006_right,29,24.959,-1.078
Train_t_S_Run_006_right,30,31.414,-1.113
Train_t_S_Run_006_right,31,38.428,-1.079
Train_t_S_Run_006_right,32,45.772,-1.286
Train_t_S_Run_006_right,33,53.298,-1.152
Train_t_S_Run_006_right,34,60.925,-1.004
Train_t_S_Run_006_right,35,68.626,-1.065
Train_t_S_Run_006_right,36,76.396,-1.329
Train_t_S_Run_006_right,37,84.240,-1.301
Train_t_S_Run_006_right,38,92.159,-1.371
Train_t_S_Run_006_right,39,100.157,-1.206
Train_t_S_Run_006_right,40,108.237,-1.230
Train_t_S_Run_006_right,41,116.398,-1.224
Train_t_S_Run_006_right,42,124.639,-1.363
Train_t_S_Run_006_right,43,132.960,-1.266
Train_t_S_Run_006_right,44,141.356,-1.154
Train_t_S_Run_006_right,45,149.824,-1.127
Train_t_S_Run_006_right,46,158.357,-1.210
Train_t_S_Run_006_right,47,166.950,-1.215
Train_t_S_Run_006_right,48,175.594,-1.284
Train_t_S_Run_006_right,49,184.281,-1.299
Train_t_S_Run_006_right,50,193.003,-1.258
Train_t_S_Run_006_right,51,201.750,-1.306
Train_t_S_Run_007_left,1,1.872,-200.000
Train_t_S_Run_007_left,2,1.901,-191.622
Train_t_S_Run_007_left,3,1.647,-183.321
Train_t_S_Run_007_left,4,1.720,-175.100
Train_t_S_Run_007_left,5,1.714,-166.961
Train_t_S_Run_007_left,6,1.871,-158.904
Train_t_S_Run_007_left,7,1.612,-150.927
Train_t_S_Run_007_left,8,1.647,-143.028
Train_t_S_Run_007_left,9,1.587,-135.203
Train_t_S_Run_007_left,10,1.752,-127.447
Train_t_S_Run_007_left,11,1.647,-119.755
Train_t_S_Run_007_left,12,1.689,-112.119
Train_t_S_Run_007_left,13,1.866,-104.532
Train_t_S_Run_007_left,14,1.823,-96.985
Train_t_S_Run_007_left,15,1.615,-89.469
Train_t_S_Run_007_left,16,1.734,-81.974
Train_t_S_Run_007_left,17,1.731,-74.490
Train_t_S_Run_007_left,18,1.840,-67.007
Train_t_S_Run_007_left,19,1.721,-59.518
Train_t_S_Run_007_left,20,1.809,-52.024
Train_t_S_Run_007_left,21,1.628,-44.551
Train_t_S_Run_007_left,22,1.690,-37.175
Train_t_S_Run_007_left,23,1.533,-30.057
Train_t_S_Run_007_left,24,1.477,-23.420
Train_t_S_Run_007_left,25,1.306,-17.469
Train_t_S_Run_007_left,26,-0.485,-12.489
Train_t_S_Run_007_left,27,-3.362,-8.399
Train_t_S_Run_007_left,28,-7.228,-4.917
Train_t_S_Run_007_left,29,-12.214,-1.907
Train_t_S_Run_007_left,30,-18.755,-0.776
Train_t_S_Run_007_left,31,-26.237,-1.059
Train_t_S_Run_007_left,32,-34.247,-0.969
Train_t_S_Run_007_left,33,-42.514,-1.166
Train_t_S_Run_007_left,34,-50.927,-1.124
Train_t_S_Run_007_left,35,-59.431,-1.139
Train_t_S_Run_007_left,36,-68.004,-1.233
Train_t_S_Run_007_left,37,-76.635,-1.094
Train_t_S_Run_007_left,38,-85.314,-1.191
Train_t_S_Run_007_left,39,-94.033,-1.231
Train_t_S_Run_007_left,40,-102.783,-1.291
Train_t_S_Run_007_left,41,-111.554,-1.122
Train_t_S_Run_007_left,42,-120.337,-1.160
Train_t_S_Run_007_left,43,-129.119,-1.185
Train_t_S_Run_007_left,44,-137.893,-1.114
Train_t_S_Run_007_left,45,-146.647,-0.986
Train_t_S_Run_007_left,46,-155.371,-1.210
Train_t_S_Run_007_left,47,-164.057,-1.124
Train_t_S_Run_007_left,48,-172.695,-1.380
Train_t_S_Run_007_left,49,-181.278,-0.962
Train_t_S_Run_007_left,50,-189.798,-1.081
Train_t_S_Run_007_left,51,-198.250,-1.118
Train_t_S_Run_008_left,1,1.551,-200.000
Train_t_S_Run_008_left,2,1.764,-191.263
Train_t_S_Run_008_left,3,1.689,-182.556
Train_t_S_Run_008_left,4,1.723,-173.889
Train_t_S_Run_008_left,5,1.748,-165.268
Train_t_S_Run_008_left,6,1.542,-156.704
Train_t_S_Run_008_left,7,1.798,-148.201
Train_t_S_Run_008_left,8,1.696,-139.768
Train_t_S_Run_008_left,9,1.749,-131.408
Train_t_S_Run_008_left,10,1.807,-123.126
Train_t_S_Run_008_left,11,1.722,-114.924
Train_t_S_Run_008_left,12,1.777,-106.803
Train_t_S_Run_008_left,13,1.690,-98.763
Train_t_S_Run_008_left,14,1.733,-90.804
Train_t_S_Run_008_left,15,1.692,-82.923
Train_t_S_Run_008_left,16,1.710,-75.115
Train_t_S_Run_008_left,17,1.760,-67.376
Train_t_S_Run_008_left,18,1.750,-59.702
Train_t_S_Run_008_left,19,1.864,-52.086
Train_t_S_Run_008_left,20,1.847,-44.533
Train_t_S_Run_008_left,21,1.644,-37.070
Train_t_S_Run_008_left,22,1.609,-29.772
Train_t_S_Run_008_left,23,1.353,-22.806
Train_t_S_Run_008_left,24,1.031,-16.429
Train_t_S_Run_008_left,25,-1.123,-11.183
Train_t_S_Run_008_left,26,-4.268,-7.228
Train_t_S_Run_008_left,27,-7.890,-4.157
Train_t_S_Run_008_left,28,-12.355,-2.203
Train_t_S_Run_008_left,29,-17.629,-0.792
Train_t_S_Run_008_left,30,-23.983,-1.008
Train_t_S_Run_008_left,31,-31.041,-1.081
Train_t_S_Run_008_left,32,-38.514,-1.030
Train_t_S_Run_008_left,33,-46.224,-1.089
Train_t_S_Run_008_left,34,-54.073,-1.247
Train_t_S_Run_008_left,35,-62.021,-1.026
Train_t_S_Run_008_left,36,-70.054,-1.248
Train_t_S_Run_008_left,37,-78.169,-0.974
Train_t_S_Run_008_left,38,-86.366,-1.409
Train_t_S_Run_008_left,39,-94.643,-1.076
Train_t_S_Run_008_left,40,-102.997,-1.392
Train_t_S_Run_008_left,41,-111.426,-1.050
Train_t_S_Run_008_left,42,-119.924,-1.384
Train_t_S_Run_008_left,43,-128.484,-1.265
Train_t_S_Run_008_left,44,-137.101,-1.222
Train_t_S_Run_008_left,45,-145.766,-1.189
Train_t_S_Run_008_left,46,-154.470,-1.340
Train_t_S_Run_008_left,47,-163.205,-1.072
Train_t_S_Run_008_left,48,-171.961,-1.158
Train_t_S_Run_008_left,49,-180.727,-1.308
Train_t_S_Run_008_left,50,-189.493,-1.227
Train_t_S_Run_008_left,51,-198.250,-1.179
Train_t_S_Run_009_right,1,1.979,-200.000
Train_t_S_Run_009_right,2,1.759,-191.831
Train_t_S_Run_009_right,3,1.807,-183.744
Train_t_S_Run_009_right,4,1.730,-175.737
Train_t_S_Run_009_right,5,1.889,-167.810
Train_t_S_Run_009_right,6,1.766,-159.957
Train_t_S_Run_009_right,7,1.758,-152.176
Train_t_S_Run_009_right,8,1.713,-144.460
Train_t_S_Run_009_right,9,1.824,-136.802
Train_t_S_Run_009_right,10,1.588,-129.196
Train_t_S_Run_009_right,11,1.691,-121.631
Train_t_S_Run_009_right,12,1.669,-114.101
Train_t_S_Run_009_right,13,1.707,-106.593
Train_t_S_Run_009_right,14,1.672,-99.100
Train_t_S_Run_009_right,15,1.708,-91.610
Train_t_S_Run_009_right,16,1.870,-84.114
Train_t_S_Run_009_right,17,1.746,-76.600
Train_t_S_Run_009_right,18,1.850,-69.061
Train_t_S_Run_009_right,19,1.702,-61.490
Train_t_S_Run_009_right,20,1.599,-53.894
Train_t_S_Run_009_right,21,1.790,-46.310
Train_t_S_Run_009_right,22,1.849,-38.836
Train_t_S_Run_009_right,23,1.927,-31.656
Train_t_S_Run_009_right,24,2.061,-25.003
Train_t_S_Run_009_right,25,2.157,-19.058
Train_t_S_Run_009_right,26,3.410,-13.905
Train_t_S_Run_009_right,27,6.030,-9.496
Train_t_S_Run_009_right,28,9.696,-5.391
Train_t_S_Run_009_right,29,15.022,-2.241
Train_t_S_Run_009_right,30,21.854,-1.054
Train_t_S_Run_009_right,31,29.612,-0.997
Train_t_S_Run_009_right,32,37.883,-0.991
Train_t_S_Run_009_right,33,46.371,-1.176
Train_t_S_Run_009_right,34,54.974,-1.326
Train_t_S_Run_009_right,35,63.645,-1.335
Train_t_S_Run_009_right,36,72.362,-1.090
Train_t_S_Run_009_right,37,81.113,-1.096
Train_t_S_Run_009_right,38,89.888,-1.179
Train_t_S_Run_009_right,39,98.677,-1.197
Train_t_S_Run_009_right,40,107.469,-1.286
Train_t_S_Run_009_right,41,116.254,-1.189
Train_t_S_Run_009_right,42,125.023,-0.985
Train_t_S_Run_009_right,43,133.765,-1.229
Train_t_S_Run_009_right,44,142.470,-1.214
Train_t_S_Run_009_right,45,151.131,-1.262
Train_t_S_Run_009_right,46,159.737,-1.087
Train_t_S_Run_009_right,47,168.284,-1.052
Train_t_S_Run_009_right,48,176.763,-1.235
Train_t_S_Run_009_right,49,185.169,-1.275
Train_t_S_Run_009_right,50,193.500,-1.078
Train_t_S_Run_009_right,51,201.750,-1.132
Train_t_S_Run_010_left,1,1.978,-200.000
Train_t_S_Run_010_left,2,1.709,-191.831
Train_t_S_Run_010_left,3,1.783,-183.744
Train_t_S_Run_010_left,4,1.783,-175.738
Train_t_S_Run_010_left,5,1.867,-167.811
Train_t_S_Run_010_left,6,1.580,-159.959
Train_t_S_Run_010_left,7,1.726,-152.178
Train_t_S_Run_010_left,8,1.836,-144.462
Train_t_S_Run_010_left,9,1.643,-136.805
Train_t_S_Run_010_left,10,1.723,-129.198
Train_t_S_Run_010_left,11,1.978,-121.634
Train_t_S_Run_010_left,12,1.857,-114.102
Train_t_S_Run_010_left,13,1.752,-106.595
Train_t_S_Run_010_left,14,1.723,-99.101
Train_t_S_Run_010_left,15,1.770,-91.610
Train_t_S_Run_010_left,16,1.894,-84.113
Train_t_S_Run_010_left,17,1.849,-76.598
Train_t_S_Run_010_left,18,1.694,-69.057
Train_t_S_Run_010_left,19,1.607,-61.484
Train_t_S_Run_010_left,20,1.845,-53.879
Train_t_S_Run_010_left,21,1.751,-46.272
Train_t_S_Run_010_left,22,1.650,-38.744
Train_t_S_Run_010_left,23,1.575,-31.461
Train_t_S_Run_010_left,24,1.543,-24.652
Train_t_S_Run_010_left,25,1.341,-18.540
Train_t_S_Run_010_left,26,-0.277,-13.386
Train_t_S_Run_010_left,27,-2.836,-8.946
Train_t_S_Run_010_left,28,-6.612,-5.095
Train_t_S_Run_010_left,29,-11.864,-2.204
Train_t_S_Run_010_left,30,-18.524,-0.939
Train_t_S_Run_010_left,31,-26.191,-1.013
Train_t_S_Run_010_left,32,-34.406,-1.087
Train_t_S_Run_010_left,33,-42.872,-1.232
Train_t_S_Run_010_left,34,-51.470,-1.007
Train_t_S_Run_010_left,35,-60.140,-1.055
Train_t_S_Run_010_left,36,-68.857,-1.238
Train_t_S_Run_010_left,37,-77.610,-1.192
Train_t_S_Run_010_left,38,-86.386,-1.102
Train_t_S_Run_010_left,39,-95.175,-1.111
Train_t_S_Run_010_left,40,-103.968,-1.226
Train_t_S_Run_010_left,41,-112.755,-1.226
Train_t_S_Run_010_left,42,-121.524,-1.357
Train_t_S_Run_010_left,43,-130.266,-1.280
Train_t_S_Run_010_left,44,-138.972,-1.238
Train_t_S_Run_010_left,45,-147.632,-1.294
Train_t_S_Run_010_left,46,-156.239,-1.196
Train_t_S_Run_010_left,47,-164.785,-1.271
Train_t_S_Run_010_left,48,-173.264,-1.309
Train_t_S_Run_010_left,49,-181.670,-1.237
Train_t_S_Run_010_left,50,-190.000,-1.072
Train_t_S_Run_010_left,51,-198.250,-1.166
Train_t_S_Run_011_left,1,1.468,-200.000
Train_t_S_Run_011_left,2,1.800,-192.484
Train_t_S_Run_011_left,3,1.863,-184.968
Train_t_S_Run_011_left,4,1.893,-177.442
Train_t_S_Run_011_left,5,1.642,-169.896
Train_t_S_Run_011_left,6,1.902,-162.320
Train_t_S_Run_011_left,7,1.760,-154.705
Train_t_S_Run_011_left,8,1.652,-147.043
Train_t_S_Run_011_left,9,1.712,-139.324
Train_t_S_Run_011_left,10,1.758,-131.543
Train_t_S_Run_011_left,11,1.830,-123.692
Train_t_S_Run_011_left,12,1.746,-115.768
Train_t_S_Run_011_left,13,1.709,-107.765
Train_t_S_Run_011_left,14,1.826,-99.682
Train_t_S_Run_011_left,15,1.795,-91.518
Train_t_S_Run_011_left,16,1.618,-83.271
Train_t_S_Run_011_left,17,1.704,-74.943
Train_t_S_Run_011_left,18,1.915,-66.538
Train_t_S_Run_011_left,19,1.613,-58.063
Train_t_S_Run_011_left,20,1.582,-49.535
Train_t_S_Run_011_left,21,1.749,-40.999
Train_t_S_Run_011_left,22,1.492,-32.566
Train_t_S_Run_011_left,23,1.580,-24.431
Train_t_S_Run_011_left,24,1.187,-16.927
Train_t_S_Run_011_left,25,-1.440,-10.801
Train_t_S_Run_011_left,26,-5.177,-6.174
Train_t_S_Run_011_left,27,-9.907,-3.261
Train_t_S_Run_011_left,28,-15.158,-1.016
Train_t_S_Run_011_left,29,-21.651,-0.910
Train_t_S_Run_011_left,30,-29.057,-1.046
Train_t_S_Run_011_left,31,-37.119,-0.989
Train_t_S_Run_011_left,32,-45.545,-1.216
Train_t_S_Run_011_left,33,-54.117,-1.096
Train_t_S_Run_011_left,34,-62.706,-1.355
Train_t_S_Run_011_left,35,-71.255,-1.252
Train_t_S_Run_011_left,36,-79.740,-1.134
Train_t_S_Run_011_left,37,-88.152,-1.111
Train_t_S_Run_011_left,38,-96.486,-1.375
Train_t_S_Run_011_left,39,-104.740,-1.285
Train_t_S_Run_011_left,40,-112.912,-1.086
Train_t_S_Run_011_left,41,-121.002,-1.453
Train_t_S_Run_011_left,42,-129.012,-0.960
